CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_level,Cluster
12429.0,9,97,3750.400000000001,4,3,4,434,11,Platinum,2
12430.0,43,11,256.4,3,1,1,311,5,Bronze,0
12431.0,36,234,6419.949999999999,3,4,4,344,11,Platinum,2
12432.0,43,108,5059.3200000000015,3,4,4,344,11,Platinum,1
12433.0,1,420,13375.869999999992,4,4,4,444,12,Platinum,2
12434.0,85,50,806.14,2,3,3,233,8,Gold,1
12435.0,80,36,7829.889999999998,2,2,4,224,8,Gold,1
12436.0,100,16,509.01000000000005,2,1,2,212,5,Bronze,0
12437.0,2,199,4951.409999999997,4,4,4,444,12,Platinum,2
12438.0,14,98,2906.8500000000004,4,3,4,434,11,Platinum,2
12441.0,367,11,173.55,1,1,1,111,3,Bronze,0
12442.0,3,12,172.06,4,1,1,411,6,Silver,1
12444.0,21,176,5005.46,3,4,4,344,11,Platinum,2
12445.0,22,4,133.4,3,1,1,311,5,Bronze,0
12446.0,58,57,1002.3099999999998,2,3,3,233,8,Gold,1
12447.0,243,26,476.49,1,2,2,122,5,Bronze,0
12448.0,44,22,449.4500000000001,3,2,2,322,7,Silver,1
12449.0,22,191,4067.2900000000013,3,4,4,344,11,Platinum,2
12450.0,156,8,197.88,1,1,1,111,3,Bronze,0
12451.0,11,354,9035.519999999999,4,4,4,444,12,Platinum,2
12452.0,17,22,430.57000000000005,4,2,2,422,8,Gold,1
12453.0,134,43,707.0899999999999,2,3,3,233,8,Gold,1
12454.0,56,15,3528.34,2,1,4,214,7,Silver,1
12455.0,73,90,2466.859999999997,2,3,4,234,9,Gold,1
12456.0,44,125,3181.039999999998,3,4,4,344,11,Platinum,1
12457.0,66,62,2363.2299999999996,2,3,4,234,9,Gold,1
12458.0,71,38,947.4000000000001,2,2,3,223,7,Silver,1
12461.0,94,35,826.8800000000001,2,2,3,223,7,Silver,1
12462.0,19,62,1189.5900000000001,3,3,3,333,9,Gold,1
12463.0,53,83,1344.7799999999997,2,3,3,233,8,Gold,1
12464.0,10,29,1212.0499999999997,4,2,3,423,9,Gold,1
12465.0,17,47,742.1900000000002,4,3,3,433,10,Platinum,1
12468.0,188,38,729.54,1,2,3,123,6,Silver,1
12471.0,2,459,19788.649999999947,4,4,4,444,12,Platinum,2
12472.0,32,339,6572.110000000003,3,4,4,344,11,Platinum,2
12473.0,29,167,3928.05,3,4,4,344,11,Platinum,2
12474.0,17,422,7324.089999999998,4,4,4,444,12,Platinum,2
12475.0,54,36,723.38,2,2,3,223,7,Silver,1
12476.0,16,233,6816.420000000005,4,4,4,444,12,Platinum,2
12477.0,23,300,13219.73999999999,3,4,4,344,11,Platinum,2
12478.0,4,36,680.9900000000002,4,2,3,423,9,Gold,2
12479.0,11,31,527.2,4,2,2,422,8,Gold,1
12480.0,28,154,3281.6300000000015,3,4,4,344,11,Platinum,2
12481.0,23,216,5579.820000000002,3,4,4,344,11,Platinum,2
12483.0,17,75,2484.980000000001,4,3,4,434,11,Platinum,2
12484.0,33,343,4527.3200000000015,3,4,4,344,11,Platinum,2
12488.0,10,55,1298.6599999999999,4,3,3,433,10,Platinum,2
12489.0,336,15,334.92999999999995,1,1,2,112,4,Bronze,0
12490.0,5,245,5417.9299999999985,4,4,4,444,12,Platinum,2
12491.0,39,26,460.4000000000001,3,2,2,322,7,Silver,1
12492.0,63,20,263.21,2,2,1,221,5,Bronze,0
12493.0,166,22,433.74,1,2,2,122,5,Bronze,0
12494.0,16,77,1246.1000000000006,4,3,3,433,10,Platinum,1
12497.0,82,14,1043.1,2,1,3,213,6,Silver,1
12498.0,21,23,403.7,3,2,2,322,7,Silver,1
12500.0,23,61,4257.820000000001,3,3,4,334,10,Platinum,2
12501.0,337,149,2169.3899999999994,1,4,4,144,9,Gold,1
12502.0,96,147,3723.87,2,4,4,244,10,Platinum,1
12504.0,18,9,482.04999999999995,4,1,2,412,7,Silver,0
12506.0,233,23,73.50000000000003,1,2,1,121,4,Bronze,0
12507.0,134,21,1304.81,2,2,3,223,7,Silver,1
12508.0,26,68,397.88000000000005,3,3,2,332,8,Gold,1
12509.0,284,7,176.5,1,1,1,111,3,Bronze,0
12510.0,143,33,982.57,1,2,3,123,6,Silver,1
12512.0,66,31,132.18000000000006,2,2,1,221,5,Bronze,0
12513.0,113,35,612.2900000000001,2,2,2,222,6,Silver,1
12514.0,267,51,1017.6800000000002,1,3,3,133,7,Silver,1
12515.0,353,16,383.7,1,1,2,112,4,Bronze,0
12516.0,78,26,1312.06,2,2,3,223,7,Silver,1
12517.0,28,279,2481.5999999999995,3,4,4,344,11,Platinum,2
12518.0,1,124,2056.8899999999994,4,4,4,444,12,Platinum,2
12519.0,64,17,330.84,2,1,2,212,5,Bronze,0
12520.0,79,152,2634.26,2,4,4,244,10,Platinum,1
12521.0,143,38,599.6800000000001,1,2,2,122,5,Bronze,1
12522.0,39,12,192.72000000000003,3,1,1,311,5,Bronze,0
12523.0,19,106,1789.7700000000007,3,4,4,344,11,Platinum,2
12524.0,9,144,4485.719999999999,4,4,4,444,12,Platinum,2
12526.0,1,71,1316.6600000000005,4,3,3,433,10,Platinum,2
12527.0,82,18,348.71000000000004,2,2,2,222,6,Silver,0
12528.0,9,92,1933.4800000000007,4,3,4,434,11,Platinum,2
12530.0,60,66,1662.2799999999993,2,3,4,234,9,Gold,1
12531.0,15,17,125.22,4,1,1,411,6,Silver,0
12532.0,30,16,349.83,3,1,2,312,6,Silver,0
12534.0,131,63,1089.18,2,3,3,233,8,Gold,1
12535.0,92,34,716.3500000000001,2,2,3,223,7,Silver,1
12536.0,43,261,12601.830000000005,3,4,4,344,11,Platinum,2
12538.0,29,21,363.95,3,2,2,322,7,Silver,1
12539.0,22,273,5568.349999999995,3,4,4,344,11,Platinum,2
12540.0,20,478,13400.23999999999,3,4,4,344,11,Platinum,2
12541.0,30,52,981.1800000000002,3,3,3,333,9,Gold,1
12544.0,36,19,372.7,3,2,2,322,7,Silver,1
12545.0,75,50,1000.3899999999999,2,3,3,233,8,Gold,1
12546.0,47,69,1161.5,3,3,3,333,9,Gold,1
12547.0,198,8,207.8,1,1,1,111,3,Bronze,0
12548.0,166,5,95.19999999999999,1,1,1,111,3,Bronze,0
12550.0,79,57,964.8299999999994,2,3,3,233,8,Gold,1
12551.0,358,10,168.0,1,1,1,111,3,Bronze,0
12552.0,39,20,437.81999999999994,3,2,2,322,7,Silver,1
12553.0,8,191,3692.280000000001,4,4,4,444,12,Platinum,2
12556.0,50,119,599.5599999999997,3,4,2,342,9,Gold,1
12557.0,16,33,11990.96,4,2,4,424,10,Platinum,2
12558.0,8,11,269.96000000000004,4,1,1,411,6,Silver,1
12559.0,311,21,561.7099999999999,1,2,2,122,5,Bronze,0
12560.0,5,105,2134.01,4,4,4,444,12,Platinum,2
12561.0,303,16,238.85,1,1,1,111,3,Bronze,0
12562.0,8,168,3781.7400000000025,4,4,4,444,12,Platinum,2
12564.0,261,21,456.9000000000001,1,2,2,122,5,Bronze,0
12565.0,289,9,145.92,1,1,1,111,3,Bronze,0
12566.0,86,19,351.65000000000003,2,2,2,222,6,Silver,0
12567.0,23,446,9401.279999999993,3,4,4,344,11,Platinum,2
12569.0,2,188,4124.69,4,4,4,444,12,Platinum,2
12571.0,40,34,519.6099999999999,3,2,2,322,7,Silver,1
12572.0,9,60,1020.4200000000003,4,3,3,433,10,Platinum,2
12573.0,227,28,160.54,1,2,1,121,4,Bronze,0
12574.0,316,11,218.45000000000002,1,1,1,111,3,Bronze,0
12576.0,36,88,1315.8299999999997,3,3,3,333,9,Gold,1
12577.0,35,146,626.6000000000003,3,4,2,342,9,Gold,1
12578.0,21,114,2794.5099999999993,3,4,4,344,11,Platinum,2
12579.0,78,29,440.41999999999996,2,2,2,222,6,Silver,1
12580.0,247,24,415.7,1,2,2,122,5,Bronze,0
12581.0,40,15,197.70999999999998,3,1,1,311,5,Bronze,0
12582.0,239,22,511.3599999999999,1,2,2,122,5,Bronze,0
12583.0,3,247,7281.379999999993,4,4,4,444,12,Platinum,2
12584.0,4,96,2338.1499999999996,4,3,4,434,11,Platinum,2
12585.0,234,87,2040.099999999999,1,3,4,134,8,Gold,1
12586.0,17,11,196.94,4,1,1,411,6,Silver,0
12587.0,8,4,144.0,4,1,1,411,6,Silver,0
12588.0,39,10,214.9,3,1,1,311,5,Bronze,0
12589.0,29,35,646.6800000000001,3,2,2,322,7,Silver,1
12590.0,211,68,9864.260000000004,1,3,4,134,8,Gold,1
12591.0,317,26,452.84999999999985,1,2,2,122,5,Bronze,0
12592.0,92,18,437.59999999999997,2,2,2,222,6,Silver,0
12593.0,109,21,418.09999999999997,2,2,2,222,6,Silver,0
12594.0,38,118,3338.2199999999984,3,4,4,344,11,Platinum,1
12596.0,51,27,618.27,3,2,2,322,7,Silver,1
12597.0,19,206,3811.2200000000016,3,4,4,344,11,Platinum,2
12598.0,10,132,3023.079999999999,4,4,4,444,12,Platinum,2
12599.0,29,62,1032.5800000000006,3,3,3,333,9,Gold,1
12600.0,29,64,2599.0400000000004,3,3,4,334,10,Platinum,1
12601.0,190,28,577.0600000000001,1,2,2,122,5,Bronze,0
12602.0,59,12,153.12000000000003,2,1,1,211,4,Bronze,0
12603.0,22,2,739.1999999999999,3,1,3,313,7,Silver,0
12604.0,79,16,254.17999999999995,2,1,1,211,4,Bronze,0
12607.0,60,101,1579.51,2,4,3,243,9,Gold,1
12609.0,78,60,1126.8500000000001,2,3,3,233,8,Gold,1
12610.0,23,106,2099.540000000001,3,4,4,344,11,Platinum,1
12611.0,52,65,1193.32,2,3,3,233,8,Gold,1
12612.0,74,19,704.0400000000001,2,2,3,223,7,Silver,1
12613.0,57,153,3344.3799999999983,2,4,4,244,10,Platinum,1
12614.0,278,20,315.59999999999997,1,2,2,122,5,Bronze,0
12615.0,2,105,2291.1900000000005,4,4,4,444,12,Platinum,2
12616.0,95,32,713.3,2,2,3,223,7,Silver,1
12617.0,29,41,352.9800000000002,3,2,2,322,7,Silver,1
12618.0,22,11,177.31,3,1,1,311,5,Bronze,0
12619.0,16,90,3641.2400000000002,4,3,4,434,11,Platinum,2
12620.0,15,92,1339.4099999999999,4,3,3,433,10,Platinum,2
12621.0,2,467,13689.67,4,4,4,444,12,Platinum,2
12622.0,232,11,180.09999999999997,1,1,1,111,3,Bronze,0
12623.0,276,18,305.1,1,2,1,121,4,Bronze,0
12624.0,106,38,641.1300000000001,2,2,2,222,6,Silver,1
12625.0,212,86,2683.8199999999997,1,3,4,134,8,Gold,1
12626.0,23,294,6620.479999999998,3,4,4,344,11,Platinum,2
12627.0,11,230,4478.53,4,4,4,444,12,Platinum,2
12628.0,4,41,786.4599999999998,4,2,3,423,9,Gold,2
12630.0,10,64,1270.8799999999999,4,3,3,433,10,Platinum,2
12631.0,57,31,640.5000000000002,2,2,2,222,6,Silver,1
12633.0,59,101,2163.9799999999996,2,4,4,244,10,Platinum,1
12635.0,90,101,1689.18,2,4,4,244,10,Platinum,1
12637.0,67,382,6002.9000000000015,2,4,4,244,10,Platinum,2
12638.0,33,39,671.69,3,2,3,323,8,Gold,1
12639.0,239,22,486.1,1,2,2,122,5,Bronze,0
12640.0,24,53,1174.58,3,3,3,333,9,Gold,1
12641.0,115,10,185.9,2,1,1,211,4,Bronze,0
12642.0,25,47,1013.26,3,3,3,333,9,Gold,1
12643.0,128,24,3344.6400000000003,2,2,4,224,8,Gold,1
12644.0,130,31,477.9100000000001,2,2,2,222,6,Silver,0
12645.0,34,73,1775.1800000000005,3,3,4,334,10,Platinum,1
12646.0,5,45,1346.9700000000003,4,3,3,433,10,Platinum,2
12647.0,22,121,3722.820000000001,3,4,4,344,11,Platinum,2
12648.0,155,21,318.05,1,2,2,122,5,Bronze,0
12649.0,107,31,623.5099999999999,2,2,2,222,6,Silver,1
12650.0,3,20,314.44,4,2,2,422,8,Gold,1
12651.0,335,9,114.00000000000003,1,1,1,111,3,Bronze,0
12652.0,331,48,919.9799999999998,1,3,3,133,7,Silver,1
12653.0,149,43,2209.8500000000004,1,3,4,134,8,Gold,1
12654.0,11,38,601.98,4,2,2,422,8,Gold,1
12656.0,17,126,4051.170000000002,4,4,4,444,12,Platinum,2
12657.0,11,47,1643.18,4,3,3,433,10,Platinum,2
12658.0,19,36,686.0500000000001,3,2,3,323,8,Gold,1
12659.0,30,5,91.68,3,1,1,311,5,Bronze,0
12660.0,11,13,245.10000000000002,4,1,1,411,6,Silver,1
12662.0,1,230,3849.7799999999984,4,4,4,444,12,Platinum,2
12664.0,8,37,4881.879999999999,4,2,4,424,10,Platinum,2
12665.0,325,3,63.0,1,1,1,111,3,Bronze,0
12667.0,58,33,620.13,2,2,2,222,6,Silver,1
12668.0,12,161,3807.150000000002,4,4,4,444,12,Platinum,2
12669.0,151,101,2744.0300000000007,1,4,4,144,9,Gold,1
12670.0,10,92,2996.0500000000006,4,3,4,434,11,Platinum,2
12672.0,330,10,225.9,1,1,1,111,3,Bronze,0
12673.0,5,42,610.52,4,3,2,432,9,Gold,2
12674.0,39,83,1970.6000000000006,3,3,4,334,10,Platinum,1
12676.0,25,45,1331.3900000000006,3,3,3,333,9,Gold,1
12678.0,42,165,17628.460000000003,3,4,4,344,11,Platinum,2
12679.0,59,48,1113.0200000000002,2,3,3,233,8,Gold,1
12680.0,1,52,862.81,4,3,3,433,10,Platinum,2
12681.0,15,638,13787.54,4,4,4,444,12,Platinum,2
12682.0,4,524,12279.819999999998,4,4,4,444,12,Platinum,2
12683.0,4,344,8476.569999999998,4,4,4,444,12,Platinum,2
12684.0,8,105,2283.6299999999997,4,4,4,444,12,Platinum,2
12685.0,28,157,2863.0800000000004,3,4,4,344,11,Platinum,2
12686.0,372,7,89.14,1,1,1,111,3,Bronze,0
12688.0,114,171,4873.810000000005,2,4,4,244,10,Platinum,1
12689.0,26,72,1247.61,3,3,3,333,9,Gold,1
12690.0,206,16,389.00999999999993,1,1,2,112,4,Bronze,0
12691.0,28,32,1035.8,3,2,3,323,8,Gold,1
12693.0,127,39,855.9099999999997,2,2,3,223,7,Silver,1
12694.0,70,37,869.6699999999998,2,2,3,223,7,Silver,1
12695.0,7,27,582.1,4,2,2,422,8,Gold,1
12697.0,29,41,957.5899999999999,3,2,3,323,8,Gold,1
12700.0,8,268,4939.990000000006,4,4,4,444,12,Platinum,2
12701.0,80,53,797.7099999999999,2,3,3,233,8,Gold,1
12702.0,20,12,219.0,3,1,1,311,5,Bronze,0
12703.0,71,21,283.54999999999995,2,2,1,221,5,Bronze,0
12704.0,7,88,2340.84,4,3,4,434,11,Platinum,2
12705.0,15,334,6868.290000000003,4,4,4,444,12,Platinum,2
12707.0,292,33,603.42,1,2,2,122,5,Bronze,0
12708.0,30,157,2712.9100000000008,3,4,4,344,11,Platinum,2
12709.0,15,207,9706.519999999991,4,4,4,444,12,Platinum,2
12710.0,97,77,1149.0200000000007,2,3,3,233,8,Gold,1
12712.0,29,133,4396.129999999999,3,4,4,344,11,Platinum,2
12713.0,1,38,848.5499999999998,4,2,3,423,9,Gold,2
12714.0,9,259,4708.859999999994,4,4,4,444,12,Platinum,2
12715.0,106,20,343.35999999999996,2,2,2,222,6,Silver,0
12716.0,4,69,1053.4899999999996,4,3,3,433,10,Platinum,2
12717.0,151,55,1030.98,1,3,3,133,7,Silver,1
12718.0,71,19,238.25000000000003,2,2,1,221,5,Bronze,0
12719.0,5,39,644.9499999999999,4,2,2,422,8,Gold,2
12720.0,3,354,5781.730000000001,4,4,4,444,12,Platinum,2
12721.0,32,161,2656.130000000001,3,4,4,344,11,Platinum,2
12722.0,85,53,997.6299999999999,2,3,3,233,8,Gold,1
12723.0,4,69,725.0699999999998,4,3,3,433,10,Platinum,2
12724.0,5,53,1031.4099999999999,4,3,3,433,10,Platinum,2
12725.0,371,24,427.79999999999995,1,2,2,122,5,Bronze,0
12726.0,28,124,2609.1000000000004,3,4,4,344,11,Platinum,2
12727.0,11,139,3980.7000000000003,4,4,4,444,12,Platinum,2
12728.0,71,46,836.3299999999999,2,3,3,233,8,Gold,1
12729.0,114,26,453.0100000000001,2,2,2,222,6,Silver,0
12731.0,24,274,18895.910000000003,3,4,4,344,11,Platinum,2
12732.0,180,12,236.2600000000001,1,1,1,111,3,Bronze,0
12733.0,234,22,383.95,1,2,2,122,5,Bronze,0
12734.0,353,4,110.39999999999999,1,1,1,111,3,Bronze,0
12735.0,315,43,779.5699999999998,1,3,3,133,7,Silver,1
12736.0,333,4,234.00000000000003,1,1,1,111,3,Bronze,0
12738.0,372,11,155.35,1,1,1,111,3,Bronze,0
12739.0,78,38,1013.0400000000001,2,2,3,223,7,Silver,1
12740.0,64,27,427.5999999999999,2,2,2,222,6,Silver,1
12743.0,134,131,540.1299999999998,2,4,2,242,8,Gold,1
12744.0,52,222,21279.289999999994,2,4,4,244,10,Platinum,2
12747.0,2,103,4196.010000000001,4,4,4,444,12,Platinum,2
12748.0,1,4412,33053.190000000366,4,4,4,444,12,Platinum,2
12749.0,4,199,4090.880000000001,4,4,4,444,12,Platinum,2
12750.0,129,15,275.88,2,1,1,211,4,Bronze,0
12752.0,81,53,4366.779999999999,2,3,4,234,9,Gold,1
12753.0,23,197,21429.39,3,4,4,344,11,Platinum,2
12754.0,236,63,3010.74,1,3,4,134,8,Gold,1
12755.0,281,4,3811.9499999999994,1,1,4,114,6,Silver,0
12756.0,87,4,112.08000000000001,2,1,1,211,4,Bronze,0
12757.0,16,364,7834.65,4,4,4,444,12,Platinum,2
12758.0,117,97,2791.590000000001,2,3,4,234,9,Gold,1
12759.0,52,95,1531.4400000000007,2,3,3,233,8,Gold,1
12762.0,8,69,1898.5200000000004,4,3,4,434,11,Platinum,2
12763.0,138,18,494.08,2,2,2,222,6,Silver,0
12764.0,317,45,1693.8800000000003,1,3,4,134,8,Gold,1
12766.0,4,310,6989.629999999999,4,4,4,444,12,Platinum,2
12769.0,239,32,1143.6000000000001,1,2,3,123,6,Silver,1
12770.0,211,12,1351.4499999999998,1,1,3,113,5,Bronze,0
12772.0,60,55,892.4700000000004,2,3,3,233,8,Gold,1
12775.0,17,66,1386.0400000000004,4,3,3,433,10,Platinum,1
12778.0,20,50,822.2300000000001,3,3,3,333,9,Gold,1
12779.0,38,149,3981.360000000003,3,4,4,344,11,Platinum,2
12781.0,64,25,826.7400000000001,2,2,3,223,7,Silver,1
12782.0,5,103,2330.9200000000014,4,4,4,444,12,Platinum,2
12783.0,2,84,2225.91,4,3,4,434,11,Platinum,2
12784.0,9,57,532.8199999999999,4,3,2,432,9,Gold,1
12785.0,364,14,311.95,1,1,2,112,4,Bronze,0
12787.0,10,20,463.65999999999997,4,2,2,422,8,Gold,1
12789.0,65,4,91.85000000000001,2,1,1,211,4,Bronze,0
12790.0,192,21,324.9200000000001,1,2,2,122,5,Bronze,0
12791.0,374,2,192.60000000000002,1,1,1,111,3,Bronze,0
12792.0,257,25,400.54,1,2,2,122,5,Bronze,0
12793.0,335,24,545.48,1,2,2,122,5,Bronze,0
12794.0,53,45,860.4099999999999,2,3,3,233,8,Gold,1
12795.0,19,14,430.4800000000001,3,1,2,312,6,Silver,1
12797.0,366,13,254.03,1,1,1,111,3,Bronze,0
12798.0,10,8,6977.039999999999,4,1,4,414,9,Gold,2
12802.0,187,25,427.5799999999999,1,2,2,122,5,Bronze,0
12808.0,37,28,483.65000000000015,3,2,2,322,7,Silver,1
12809.0,178,25,489.31,1,2,2,122,5,Bronze,0
12811.0,261,31,514.85,1,2,2,122,5,Bronze,0
12812.0,45,15,229.63999999999993,3,1,1,311,5,Bronze,0
12814.0,102,2,125.92,2,1,1,211,4,Bronze,0
12815.0,148,47,1063.46,1,3,3,133,7,Silver,1
12816.0,96,29,572.2,2,2,2,222,6,Silver,1
12817.0,281,4,166.04,1,1,1,111,3,Bronze,0
12818.0,262,14,1542.08,1,1,3,113,5,Bronze,0
12820.0,3,59,942.3399999999999,4,3,3,433,10,Platinum,2
12821.0,214,6,92.72,1,1,1,111,3,Bronze,0
12822.0,71,46,948.8799999999999,2,3,3,233,8,Gold,1
12823.0,75,5,1759.5,2,1,4,214,7,Silver,0
12824.0,60,25,397.11999999999995,2,2,2,222,6,Silver,1
12826.0,3,91,1474.7199999999993,4,3,3,433,10,Platinum,2
12827.0,6,25,430.15,4,2,2,422,8,Gold,1
12828.0,3,56,1018.7100000000003,4,3,3,433,10,Platinum,2
12829.0,337,11,293.0,1,1,1,111,3,Bronze,0
12830.0,38,38,6814.640000000001,3,2,4,324,9,Gold,1
12831.0,262,9,215.05,1,1,1,111,3,Bronze,0
12832.0,32,27,383.03000000000003,3,2,2,322,7,Silver,1
12833.0,145,24,417.37999999999994,1,2,2,122,5,Bronze,0
12834.0,283,18,312.38,1,2,2,122,5,Bronze,0
12836.0,59,174,2610.3599999999988,2,4,4,244,10,Platinum,1
12837.0,173,12,134.1,1,1,1,111,3,Bronze,0
12838.0,34,120,671.9499999999995,3,4,3,343,10,Platinum,1
12839.0,3,314,5591.420000000003,4,4,4,444,12,Platinum,2
12840.0,144,113,2726.769999999999,1,4,4,144,9,Gold,1
12841.0,5,414,3991.579999999997,4,4,4,444,12,Platinum,2
12842.0,70,34,1118.99,2,2,3,223,7,Silver,1
12843.0,66,103,1702.26,2,4,4,244,10,Platinum,1
12844.0,29,52,325.9599999999999,3,3,2,332,8,Gold,1
12845.0,267,27,354.09000000000003,1,2,2,122,5,Bronze,0
12847.0,22,84,843.6399999999999,3,3,3,333,9,Gold,1
12849.0,31,48,1010.2899999999998,3,3,3,333,9,Gold,1
12851.0,97,47,131.80999999999997,2,3,1,231,6,Silver,0
12852.0,295,17,311.54999999999995,1,1,2,112,4,Bronze,0
12853.0,135,78,1957.1,2,3,4,234,9,Gold,1
12854.0,79,109,1316.2500000000007,2,4,3,243,9,Gold,1
12855.0,373,3,38.1,1,1,1,111,3,Bronze,0
12856.0,8,311,2170.780000000001,4,4,4,444,12,Platinum,2
12857.0,211,46,1106.4000000000003,1,3,3,133,7,Silver,1
12863.0,52,5,521.2,2,1,2,212,5,Bronze,0
12864.0,138,3,147.12,2,1,1,211,4,Bronze,0
12865.0,26,95,1568.229999999999,3,3,3,333,9,Gold,1
12866.0,283,26,559.1199999999999,1,2,2,122,5,Bronze,0
12867.0,26,534,4009.339999999996,3,4,4,344,11,Platinum,2
12868.0,186,107,1607.0600000000009,1,4,3,143,8,Gold,1
12871.0,84,11,380.64000000000004,2,1,2,212,5,Bronze,0
12872.0,327,66,599.9699999999998,1,3,2,132,6,Silver,1
12873.0,282,4,374.0,1,1,2,112,4,Bronze,0
12875.0,143,2,343.2300000000001,1,1,2,112,4,Bronze,0
12876.0,58,85,2218.0200000000004,2,3,4,234,9,Gold,1
12877.0,4,154,1535.7700000000007,4,4,3,443,11,Platinum,2
12878.0,236,47,854.9899999999999,1,3,3,133,7,Silver,1
12879.0,45,10,573.22,3,1,2,312,6,Silver,0
12881.0,276,7,298.0,1,1,1,111,3,Bronze,0
12882.0,9,13,1463.0399999999995,4,1,3,413,8,Gold,1
12883.0,25,42,703.4700000000001,3,3,3,333,9,Gold,1
12884.0,88,7,309.05000000000007,2,1,2,212,5,Bronze,0
12885.0,63,71,1175.2199999999996,2,3,3,233,8,Gold,1
12886.0,68,82,1378.4,2,3,3,233,8,Gold,1
